show_number,showid,showdate,venueid,tourid,exclude_from_stats,setlist_notes
1120,1253149804,1996-11-16,712,32,0,"Page teased Maple Leaf Rag at the end of Gumbo. The Vibration of Life was announced by Trey as âWritten by Godâ and was performed for the first time since November 30, 1994 (148 shows). At the end of Axilla, the light crew also received a bizarre tribute and Leigh Fordham, a member of Phish's light crew, was mentioned several times. The Hood lyrics were subsequently altered slightly to include a bit about Leigh Fordham. Suzy Greenberg included Leigh Fordham references as well as La Grange and Axilla teases. Weâre An American Band made its Phish debut in the city referenced in its lyrics. The Dog Log/Funky Bitch mashup was the music of Funky Bitch with Trey singing Dog Log and Page singing Funky Bitch."
1121,1253150897,1996-11-18,715,32,0,Reba did not have the whistling ending. Trey teased Jump Monk in Simple. Tweezer through Llama and Johnny B. Goode featured Gary Gazaway on trumpet. Tweezer included a Zimbabwe tease from Gazaway.
1122,1253151189,1996-11-19,687,32,0,"Trey sang the verses of Fee through a megaphone. Trey announced the first-ever Vibration of Life dedication and sent it out to the crew in general, and more specifically, Bob Neumann, the bandâs Audio Crew Chief and speaker designer. YEM included a Groove Is in the Heart jam that included brief lyrics."
1123,1253151458,1996-11-22,718,32,0,Julius included a Cocaine quote and a thank you to the city of Spokane.
1124,1253151760,1996-11-23,719,32,0,"This show included the first Phish performance of Midnight on the Highway, which was learned while the band was stopped at the American/Canadian border. Makisupa also referenced the border-crossing incident: âWoke up in the morning, border guard in my bunk, he took his fucking dog on the bus, and he found my dank.â Weekapaug was unfinished."
1125,1253152051,1996-11-24,657,32,0,Reba did not have the whistling ending. I Didnât Know included a Because tease. The soundcheck's Dog/Log Funky Bitch mashup consisted of the music of Funky Bitch with Dog Log lyrics.
1126,1253152329,1996-11-27,721,32,0,Trey teased Lazy in Chalk Dust Torture. The Mule Duel included <em>Brady Bunch</em> theme scats from Trey and some vacuum action from Fish. Fire and Bold As Love were dedicated to Jimi Hendrix on his birthday. The Disease and Tweezer combo has led some fans to refer to this as the âDiseezer.â The return to DWD contained a Canât You Hear Me Knocking ending. This show is available as an archival release on LivePhish.com.
1127,1250985074,1996-11-29,173,32,0,"Maze contained a Dave'sÂ Energy Guide tease from Trey, andÂ Trey broke a string during YEM, which ledÂ to some odd jamming. Sparks was played for the first time since October 29, 1994 (174 shows)."
1128,1253153828,1996-11-30,723,32,0,"The Old Home Place and Uncle Pen featured John McEuen on banjo. Timber through Funky Bitch featured Peter Apfelbaum on tenor saxophone. Taste included an intro jam that was basically a slowed-down version of the song. The Amazing Grace Jam and Possum featured Apfelbaum on tenor saxophone and McEuen on lap slide guitar. Punch You in the Eye, Chalk Dust Torture, and 2001 featured Get Up Offa That Thing quotes and James Brown antics from Fish. 2001 also contained Super Bad teases from Trey. The lyrics to Brother included a reference to Steve McConnell. This show is available as an archival release on LivePhish.com."
1129,1253154332,1996-12-01,724,32,0,"This show marked the return of Peaches en Regalia, which had been shelved since December 31, 1994 (144 shows). Reba did not have the whistling ending."
1130,1253154505,1996-12-02,725,32,0,Scent of a Mule was unfinished.
1131,1253154651,1996-12-03,229,61,1,Phish performed the national anthem before a Los Angeles Lakers basketball game.
1132,1253154897,1996-12-04,726,32,0,"PYITE contained a Get Up Offa That Thing quote.Reba did not have the whistling ending. During Lawn Boy, Trey thanked the caterers and brought two of them on stage to dance."
1133,1253155576,1996-12-06,727,32,0,"2001 included Super Bad teases. The YEM vocal jam was based on donuts. The jam out of Simple contained Blister in the Sun quotes. Sweet Adeline was performed without microphones. The opening segment of Harpua was performed in a normal 4/4 time signature as opposed to its usual 7/4 signature. Wildwood Weed (a Phish debut with Les Claypool on vocals) and parts of Harpua featured Les Claypool and Larry LaLonde of Primus. I Want To Be a Cowboy&#39;s Sweetheart also made its Phish debut at this show and featured the Yodeling Cowgirls on vocals, Claypool, LaLonde, and&nbsp;John McEuen. Happy Trails was teased in Harpua before and after Sweetheart.&nbsp;Suspicious Minds featured four Elvis impersonators on vocals with Fish&nbsp;joining in at the end. Suzy Greenberg featured Claypool, LaLonde, McEuen, the Elvis impersonators, The Yodeling Cowgirls dancing on stage, and actor Courtney Gains on Trey&rsquo;s percussion rack. One of the Elvis impersonators led a Susie Q jam at the end of Suzy Greenberg. The soundcheck&#39;s Funky Bitch/Dog Log mashup featured Dog Log lyrics sung over Funky Bitch&#39;s music.&nbsp;This show was officially released as <em>Phish Vegas 96.</em>"
1134,1253162904,1996-12-28,524,33,0,"Makisupa Policeman included the cryptic lyrics &ldquo;Stink, Stank, Stunk,&rdquo; which may have been a reference to the theme song in <em>The Grinch Who Stole Christmas</em>. Weekapaug Groove ended with a long Page solo. The Star Spangled Banner was dedicated to Kate Smith, who used to sing God Bless America at Flyers&rsquo; home hockey games."
1135,1253163220,1996-12-29,524,33,0,"Squirming Coil contained a <em>Sesame Street</em> theme tease from Page. Mike performed the Phish debut of Sixteen Candles solo on piano. Tom Marshall contributed the vocals to the Phish debut of Champagne Supernova as Harpua, Poster, and Jimmy were confronted by the âÃber Demonâ and the âevil sound of hell.â This show featured the return of Caravan, which had been shelved since December 2, 1994 (160 shows)."
1136,1250994067,1996-12-30,186,33,0,"Reba did not have the whistling ending. Talk featured Trey on acoustic guitar. The P.A. cut out during Funky Bitch, during which Fish&nbsp;took an &ldquo;air drum&rdquo; solo, Trey performed Townshend-style windmills, and the entire band engaged in random silliness while still &ldquo;playing&rdquo; the song. Scent featured a Page/Mike Mule Duel and a guest appearance from comedian Steven Wright, who came out and rang a desk bell three times."
1137,1253163867,1996-12-31,186,33,0,"As the traditional Auld Lang Syne rang in the New Year, tens of thousands of balloons (reportedly a world record) fell from the rafters. This show marked the first Phish performance of Bohemian Rhapsody which, along with Julius and Amazing Grace, featured the Boston Community Choir. PYITE included Don&rsquo;t Stop &lsquo;Til You Get Enough teases from Page."
1138,1252278071,1997-02-13,205,34,0,"<p>The European tour opener featured the debuts of Walfredo and Rock A William and the Phish debuts of Love Me, My Soul, and When the Circus Comes. Trey teased Super Bad in 2001.&nbsp;The jam after PYITE contained Close to the Edge (Yes) teases from Trey.&nbsp;Maze was unfinished.</p>
"
1139,1252278516,1997-02-14,444,34,0,"<p>Sweet Adeline was performed without microphones. Reba did not have the whistling ending. Mule was unfinished.</p>
"
1140,1252282213,1997-02-16,445,34,0,"<p>This show was rebroadcast on German television and featured the Phish debut of Beauty of My Dreams. The soundcheck&#39;s Crossyed and Painless included Swingtown teases.</p>
"
1141,1252287567,1997-02-17,446,34,0,"<p>This show marked the debut of Carini and the Phish debut of Soul Shakedown Party. Carini contained a YEM tease. The soundcheck&#39;s Dog Log/Funky Bitch mashup was played to the music of Soul Shakedown Party. This show was officially released as part of the <em>Amsterdam</em> box set.</p>
"
1142,1252289219,1997-02-18,447,34,0,"<p>Slave was dedicated to &ldquo;a friend&rdquo; (long-time taper Don Wright who had just walked into the show from the hospital after his arm was broken when he was hit by a car crossing the street).&nbsp;Trey teased Super Bad in 2001. Reba did not have the whistling ending.</p>
"
1143,1252291891,1997-02-20,448,34,0,"<p>Taste and Stash contained&nbsp;Dave&#39;s Energy Guide&nbsp;teases from Trey. Sweet Adeline was performed without microphones.</p>
"
1144,1252294022,1997-02-21,449,34,0,"<p>During the &ldquo;Wash Uffize Drive Me to Firenze&rdquo; section of YEM, Fish exclaimed &ldquo;this is a dream come true!&rdquo; Antelope was unfinished and a heavy metal jam rose from the &ldquo;Rye, Rye, Rocco&rdquo; segment. Wilson was subsequently performed heavy metal style. Reba did not have the whistling ending. The soundcheck&#39;s Funky Bitch was slower than normal and the subsequent Dog Log was played over the music to the slow-style Funky Bitch.</p>
"
1145,1252369673,1997-02-22,462,34,0,2001 contained Super Bad teases from Trey. Talk featured Trey on acoustic guitar.
1146,1252369948,1997-02-23,463,34,0,"<p>Carini started off as a pre-recorded tape playing through the P.A. system. Phish took the stage and picked up the song from where it was on the tape and continued to play. This show also featured the first Daniel Saw the Stone since August 28, 1993 (289 shows) and the first Why Don&rsquo;t We Do It since June 25, 1995 (144 shows). GTBT contained a Tweezer Reprise tease. The soundcheck&#39;s Funky Bitch was sung by Trey and the Carini that followed had additional/alternate lyrics.</p>
"
1147,1252370320,1997-02-25,464,34,0,"<p>One Meatball through Mojo Workin&rsquo; were Phish debuts that featured Sydney Ellis on vocals. Trey sang the verses of Fee through a megaphone. My Friend was aborted quickly and scrapped. The soundcheck&#39;s Funky Bitch included lyrics about Amy Skelton&#39;s upcoming wedding.</p>
"
1148,1252371176,1997-02-26,466,34,0,"<p>This show featured the first Camel Walk since July 2, 1995 (140 shows) and first Magilla since May 4, 1994 (261 shows). Ha Ha Ha was notable for the heavy metal jam outro. YEM included Super Bad teases. Trey teased Dave&#39;s Energy Guide in Theme. The jazz jam in the Mule Duel included an &lsquo;A&rsquo; Train tease from Mike.</p>
"
1149,1252370557,1997-02-26,465,61,1,"This was an in-studio set before the Stuttgart show that evening. Between Talk and Waste, Trey noodled around to the tune of Michael Jackson&rsquo;s Don&rsquo;t Stop Till You Get Enough. The DJ played Michael&rsquo;s version in its entirety after Waste. The <em>Billy Breathes</em> album versions of Free and Billy Breathes were also played during the broadcast."
1150,1252371468,1997-02-28,469,34,0,"<p>This show included the first Paul and Silas since October 24, 1995 (120 shows).</p>
"
1151,1252372484,1997-03-01,155,34,0,"<p>The week-long trend of breaking out songs continued with the show-opening Cities, which was the first since July 5, 1994 (223 shows). Trey teased Under Pressure in DWD. Wolfman&rsquo;s included a Dave&rsquo;s Energy Guide tease. Reba did not have the whistling ending. Possum included an All Fall Down signal and a heavy metal-style intro.&nbsp; The jam out of Mike&rsquo;s featured teases and vocal quotes of The End (The Doors), and&nbsp;Careful with That Axe, Eugene as well as the Jim Morrison poem &quot;Dawn&#39;s Highway.&quot;&nbsp;The End (The Doors) was subsequently quoted in Lawn Boy and Weekapaug. Weekapaug was unfinished and ended in a Can&#39;t You Hear Me Knocking jam. A piece of Samson Variation was performed in the soundcheck after Funky Bitch. Portions of this show were made available via the <em>Slip, Stitch and Pass</em> release.</p>
"
1152,1252372797,1997-03-02,471,34,0,"<p>Sample contained a Creep (Radiohead) quote from Trey. Antelope was unfinished. Trey teased Super Bad in 2001. The YEM vocal jam was based on &quot;Skelton.&quot;</p>
"
1153,1252372895,1997-03-05,228,61,1,Phish were the musical guests on <em>The Late Show with David Letterman.</em>
1154,1252373305,1997-03-18,16,61,0,"<p>This show celebrated the release of &ldquo;Phish Food&rdquo; ice cream and was a benefit for the then-newly formed Waterwheel Foundation. &ldquo;Ben &amp; Jerry&rdquo; made a short speech before the show and free ice cream was made available for the entire crowd. I Told You So and Love Me Like a Man, both of which featured Tammy Fletcher of The Disciples on vocals, made their Phish debuts. Cinnamon Girl was played for the first time since March 1, 1989 (904&nbsp;shows). Hood contained a Barracuda&nbsp;tease by Trey.&nbsp;The last three songs of the first set, as well as Funky Bitch, featured Dave Grippo on alto sax and James Harvey on trombone. Grippo teased Third Stone From the Sun in Cars Trucks Buses and Chameleon in&nbsp;Suzy Greenberg. Soul Power 74 was teased by both horns in Suzy. Hello My Baby was performed without microphones. All songs in the soundcheck (except for Walfredo) featured horns.</p>
"
1155,1252373427,1997-05-18,762,61,1,Phish performed the national anthem before game 2 of the NHL Eastern Conference Finals between the Philadelphia Flyers and the New York Rangers.
1156,1252425110,1997-06-06,477,61,1,"This show, referred to as &ldquo;The Fourth Ball&rdquo; or &ldquo;Bradstock,&rdquo; was played for friends before the band embarked on the European summer tour."
1157,1252426196,1997-06-13,478,35,0,"<p>Phish continued their tradition of breaking out new songs at the beginning of a tour; Trey announced after Dogs Stole Things that the band had written 15-16 new songs in the last eight weeks and that they would be debuting many of them at this show. The show featured the debuts of Dogs Stole Things, Limb By Limb, Wading in the Velvet Sea, Water in the Sky, Vultures, Ghost, and Olivia&rsquo;s Pool as well as the Phish debuts of Stand! and Izabella. Stash was preceded by a Tequila tease. Chalk Dust was unfinished. Character Zero included a Jean Pierre tease from Trey.</p>
"
1158,1252428769,1997-06-14,478,35,0,"<p>This show featured the debuts of Bye Bye Foot, Twist, Piper, and Waking Up and the Phish debuts of Dirt and Saw It Again.&nbsp;This show also featured unusually improvisational versions of Waste and Cavern. Bowie included a full band Dave&#39;s Energy Guide tease.</p>
"
1159,1252429155,1997-06-16,479,35,0,I Don&rsquo;t Care made its short-lived debut at this show. Reba did not have the whistling ending.
1160,1252430569,1997-06-19,480,35,0,"<p>Stash was unfinished and Hello My Baby was performed without microphones. The soundcheck&#39;s Poor Heart was the slow version.</p>
"
1161,1252464722,1997-06-20,481,35,0,"Ain&rsquo;t Love Funny made its Phish debut at this show and was played out of an odd, atypical jam that grew out of Horn. Antelope&#39;s lyrics were changed to &quot;Been you to have any spike&nbsp;tongue&quot; and&nbsp;Marco Esquandolas was changed to &quot;The Jersey drunk.&quot; Ghost included San-Ho-Zay teases from Trey.&nbsp;Julius contained a brief Stairway to Heaven tease from Trey."
1162,1252466160,1997-06-21,482,35,0,"Samson Variation debuted at this show. This single-set performance was part of the inaugural Hurricane Festival that also featured Ani DiFranco, Bad Religion, Ben Folds Five, Elegantly Wasted, and Primus."
1163,1252466382,1997-06-22,483,35,0,"This single-set performance was part of the WDR Festival that also featured Ezio, K&rsquo;s Choice, John Hiatt, Reef, Primus, and Steve Winwood."
1164,1252466691,1997-06-24,484,35,0,"<p>Guelah was aborted and scrapped. Reba did not have the whistling ending.</p>
"
1165,1252467602,1997-06-25,485,35,0,"<p>This show marked the debut of Meatstick and the Phish debut of Cecilia, which was performed <em>a cappella</em> by Fish. The jam out of Disease included Can&rsquo;t You Hear Me Knocking teases. McGrupp included Makisupa teases; the subsequent Makisupa was unfinished. Antelope included crew introductions and a mention of Antelope Greg.</p>
"
1166,1252468617,1997-06-27,487,35,0,"This single-set performance was part of the annual Glastonbury Festival of Contemporary Performing Arts that also included Beck, David Byrne, Pavement, Radiohead, Smashing Pumpkins, Spearhead, and Stereolab. Phish performed on The Pyramid Stage. Wilson was an appropriate opener, as the venue was less than 50 kilometers from Stonehenge."
1167,1252468779,1997-06-29,195,35,0,"This single-set performance was part of the 27th annual Roskilde Festival that also included Beck, David Byrne, Charlie Hunter, Ani DiFranco, Leningrad Cowboys &amp; Red Army Choir, M&ouml;tley Crue, Pavement, Primus, and Radiohead. The first three songs of the set were broadcast on the festival radio station."
1168,1252469302,1997-07-01,446,35,0,"<p>Ghost began the first of two nights of the infamous &quot;Worm&quot; banter, with Fish&nbsp;saying &quot;I think you know where you are&quot; and Trey responding with &quot;You&#39;re on the back of the worm!&quot; The &quot;Worm&quot; was also mentioned in Ya Mar, Saw It Again, and the jam out of Cities, which also included When the Saints Go Marching In and Santa Claus is Coming to Town teases by Trey. Mike teased Time Loves A Hero in Ghost. Trey teased Dave&#39;s Energy Guide in Limb By Limb. Dirt was introduced as &quot;Green Grass High Tides Forever.&quot; The second set began with a Fish&nbsp;piano solo that evolved into a jam, as the rest of the band eventually joined the stage and Fish&nbsp;moved to his drum kit. Bathtub Gin contained a Little Drummer Boy tease from Trey and a <em>Simpsons</em> Theme tease from Mike. Loving Cup contained a Frankenstein tease from Mike. The soundcheck&#39;s Dog Log was performed in a slow funk manner with &quot;the crew doesn&#39;t get to eat&quot; alternate lyrics. This show was officially released as part of the&nbsp;<em>Amsterdam</em>&nbsp;box set.</p>
"
1169,1252512785,1997-07-02,446,35,0,"Maze contained a Spooky tease from Trey. The Wormtown Jam continued the stage banter of the night before. Portions of the narration were sung to the tune of Steve Miller&rsquo;s Swingtown, as Trey warned the fans in attendance about the &ldquo;killer worms&rdquo; that inhabit the canals of Amsterdam. Mike teased Maze in the Bowie intro. This show was officially released as part of the&nbsp;<em>Amsterdam</em>&nbsp;box set."
1170,1252513046,1997-07-03,494,35,0,"<p>Ghost contained a San-Ho-Zay tease from Trey. During the soundcheck, Dog Log was played over a Jesus Just Left Chicago-esque blues riff and Possum contained vocals from Fish.</p>
"
1171,1252513404,1997-07-05,495,35,0,"This was a single-set, free outdoor show. Twist included a Groove Is in the Heart jam with lyrics and GTBT included a Walk This Way tease. Sample and Hood contained more ""worm"" banter (from July 1, 1997 and July 2, 1997) with Trey saying ""you're on the back of the worm!""Â Hood also containedÂ <em>Odd Couple</em>Â theme teases from Mike. At the beginning of the Hood jam, Trey asked Chris to turn off the lights so that the band could see the mountains. Love You was played for the first time since December 8, 1995 (111 shows)."
1172,1252552128,1997-07-06,505,35,0,"This was an outdoor show; the afternoon soundcheck was free and open to the public. Trey began playing Hell&rsquo;s Bells to the accompaniment of church bells ringing nearby. During MMMBop, Trey noted: &ldquo;Fish will now do his version of James Brown singing Hanson&rsquo;s MMMBop.&rdquo; Fish&nbsp;responded in part that &ldquo;I&rsquo;m an 11-year-old sex machine&rdquo; and that it was &ldquo;too hot in the hot tub!&rdquo; Another One Bites the Dust through Day-O featured the infamous Soundcheck Limbo Karaoke Contest, where fans were invited on stage to sing, while mic stands were used for the limbo contest. Page teased Let It Be at the end of And It Stoned Me.&nbsp;YEM did not contain a vocal jam and was unfinished."
1173,1252552477,1997-07-09,507,35,0,"YEM through Poor Heart featured BÃ©la Fleck and The Flecktones (BÃ©la Fleck, Jeff Coffin, Roy âFuturemanâ Wooten, and Victor Wooten), who were announced during the bass and drums segment of YEM and bounced along during the tramps jam. YEM contained Disease and Palmetto Quickstep teases, as well as Victor Wooten and Mike playing Mikeâs bass simultaneously. Victor teased The Fishin' Hole in Ghost. Poor Heart included a <em>Sanford and Son </em>theme tease from, a Yakety Sax tease, a Rhapsody in Blue tease by Page, and a Free Bird-style ending. Pierre, a local HÃ¤agen-Dazs employee who the band met the day before, was repeatedly called-out by the band and was brought up on stage and serenaded during the encore."
1174,1252552867,1997-07-10,508,35,0,"<p>Llama was unfinished and featured a long, atypical jam that wove into Velvet Sea. The jam after Velvet Sea concluded with a theme akin to Lizards. Prior to the start of the second set, Trey said that in France they love Jimi Hendrix and Danny Bonaduce, explaining &quot;that&#39;s why I&#39;m here,&quot; and that he started his career as the Partridge Family&#39;s bass player. Trey subsequently quoted&nbsp;Point Me in the Direction of Albuquerque, remarked that the crowd was too young for that and that they didn&#39;t see the Partridge Family, but that the crowd knew it when they played Hanson the other night (see July 6, 1997). Prior to 2001, Trey said they called Fish&nbsp;&quot;The Orchestral Greasy Troll,&quot; prompting some impromptu singing. Trey teased Super Bad and The Star Spangled Banner in 2001.&nbsp;Mike teased Call to the Post in Magilla. Ya Mar featured various duets by the bandmembers, contained Magilla and St. Thomas teases, and lyrics referencing &quot;vampire children.&quot; Take Me to the River (first since November 21, 1995, or 126 shows) was unfinished. Funky Bitch featured a guest appearance by members of the Son Seals Band and teases of Take Me to the River and Bathtub Gin by the trumpet player.</p>
"
1175,1252553113,1997-07-11,509,35,0,"This single-set performance was part of the 2nd annual Doctor Music Festival that also featured Blues Traveler, Alice Cooper, Megadeth, Jim Rose, and Smashing Pumpkins. Trey teased Lazy in Johnny B. Goode. YEM contained a Wolfman&#39;s Brother tease from Trey and the vocal jam was partially based on I Wish."
1176,1252580887,1997-07-21,407,36,0,"<p>The jam during Bathtub Gin featured Trey jumping up and down in time with a syncopated jam, as well as strong Drowned teases. Near the end of the jam, Trey mentioned how good it was to be back home and named the four newer songs that were played. The beginning of Bowie included Radar Love teases from Mike and a Birdland jam and Wolfman&rsquo;s included a Bathtub Gin tease. The jam out of Theme, as well as Funky Bitch, featured LeRoi Moore on saxophone. The jam with LeRoi included a segment where he played two saxes, Trey played three guitars, Mike played two basses and the Cracklin&rsquo; Rosie cymbals, Fish had four drumsticks and Page was lying across his keyboards playing as many as possible. At&nbsp; one point, Trey grabbed two drumsticks and played them on Fish&#39;s cymbals and his guitar before tossing them into the crowd. LeRoi also teased the <em>Woody Woodpecker</em> theme during the jam.</p>
"
1177,1252581842,1997-07-22,456,36,0,"The first set of this show was performed during a furious lightning storm; during Taste, the band even jammed along with the thunder and lightning. Mother (Pink Floyd) was teased by Trey in Bye Bye Foot. Down with Disease was unfinished.&nbsp;Weekapaug also included a Hydrogen tease from Trey and closed with a Can&rsquo;t You Hear Me Knocking tease. This show is also available on DVD from Phish Dry Goods."
1178,1252619741,1997-07-23,396,36,0,"<p>Ghost included Spooky and On Your Way Down teases. YEM included a <em>Jeopardy!</em> theme tease and did not have a vocal jam. Chalk Dust included Rocky Mountain Way teases.</p>
"
1179,1252620212,1997-07-25,516,36,0,"<p>The second set and encore featured Bob Gullotti on a second drum set. Chalk Dust was unfinished. The Drum Jam also featured Page on keys. During the soundcheck, Funky Bitch was performed in a slow blues style. Funky Bitch and the two blues jams that followed featured Bob on a second drum set.</p>
"
1180,1252620735,1997-07-26,415,36,0,"<p>The entire show featured Bob Gullotti on a second drum set. YEM did not contain a vocal jam and included Willie the Pimp teases just before the segue into Izabella. Bowie contained teases of the backup vocals to Rock Lobster (B-52s). Hood was unfinished. The soundcheck&#39;s Funky Bitch was performed in a slow style and was an instrumental.</p>
"
1181,1252621104,1997-07-29,404,36,0,"<p>Theme From the Bottom contained All Right Now teases from Mike and Trey and a Close to the Edge tease from Trey.&nbsp;Twist contained DEG teases by Mike. The soundcheck&#39;s blues jam was played over the Samson Variation rhythm.</p>
"
1182,1252621727,1997-07-30,517,36,0,"Trey teased Yours Is No Disgrace prior to NICU. Wolfmanâs included a Fire (Ohio Players) tease from Trey and a Take Me to the River jam. The Bowie intro featured Fish on vaccum and included a Simpsons signal; Matt Groening, creator of <em>The Simpsons</em>, was reportedly in attendance. Bowie also contained a When Johnny Comes Marching Home tease from Mike.Â This show was released as part of the <em>Ventura</em> box set.
"
1183,1252622432,1997-07-31,247,36,0,"<p>YEM contained strange Santa Claus is Coming to Town teases.&nbsp;Listen for Sweet Home Alabama teases before the start of the second set and Mind Left Body teases during McGrupp. Weekapaug included Happy Birthday teases from Trey, who later made reference to Jerry Garcia&rsquo;s birthday, which was the following day. Trey noted that Phish and the rest of the music community were trying to keep Jerry&rsquo;s spirit alive through music. Weekapaug ended in a Can&#39;t You Hear Me Knocking jam.</p>
"
1184,1252624859,1997-08-02,248,36,0,"<p>Disease included teases of Three Blind Mice and Take Me Out to the Ball Game&nbsp;in its intro and was unfinished. Disease was subsequently teased near the end of Tweezer. During Hood,&nbsp;Trey asked Chris Kuroda to turn off the lights, &quot;So we can just have the outdoor vibe here.&quot; Also, at Hood&#39;s end, Trey added &quot;Mount Hood&quot; once after the lyric, &quot;You can feel good about Hood.&quot;</p>
"
1185,1252625095,1997-08-03,248,36,0,
1186,1252625400,1997-08-06,225,36,0,"<p>Trey teased Super Bad in 2001. YEM contained a&nbsp;2001&nbsp;tease from Trey. Prior to Runaway Jim, Trey teased If I Only Had a Brain. Antelope included a&nbsp;Makisupa jam with Page on the theremin and Mike on a fretless bass.</p>
"
1187,1252627716,1997-08-08,518,36,0,"<p>The encore, which included the Phish debut of Messin&rsquo; with the Kid, featured Sugar Blue on harmonica and vocals. Hoochie Coochie Man was played for the first time since April 10, 1993 (383 shows). During the soundcheck, Dog Log was one verse and performed in a funk style and Messin&#39; with the Kid was an instrumental. This was the first Phish show to be webcast live.</p>
"
1188,1252628874,1997-08-09,3,36,0,"<p>Tears of a Clown was teased before Theme. Reba did not have the whistling ending. Scent featured a duel between Trey and Mike after Page&rsquo;s solo. Mike and Trey started their duel facing each other and wound up on the ground doing bicycle kicks while they played. Weekapaug included Can&rsquo;t You Hear Me Knocking teases. Crossroads was played for the first time since December 9, 1995 (127 shows). During the soundcheck, the Warped Jam included an Ain&rsquo;t Love Funny/Waterwheel rap and Funky Bitch was sung by Trey.</p>
"
1189,1252630900,1997-08-10,401,36,0,"<p>The long, involved Rotation Jam to set up Rock A William started when Page went to the theremin for a solo. Soon after, Trey took up the keys and Mike went to play guitar. Page eventually picked up Mike&rsquo;s bass. After they jammed a bit longer, Mike went to join Trey on the keys. Trey then joined Fish&nbsp;on the drums. The two of them played on the same drum set and Mike took a piano solo. Trey eventually kicked Fish&nbsp;off the drum stool, and Fish&nbsp;picked up Trey&rsquo;s guitar. SOAM contained a Larks&#39; Tongues in Aspic Part Two jam and a Third Stone from the Sun tease.</p>
"
1190,1252631090,1997-08-11,401,36,0,The &ldquo;Rye Rye Rocco&rdquo; section of Antelope included Page on theremin.
1191,1252631388,1997-08-13,400,36,0,"<p>This show featured the Phish debut of Amoreena. Mike teased the theme to <em>Leave It to Beaver</em> in Wilson. The end of Wilson included a Little Drummer Boy tease. 2001 contained a Super Bad tease from Trey. During the soundcheck, Funky Bitch was sung by Page and Paul and Silas soundcheck included some alternate lyrics from Trey about the February 28, 1997 version.</p>
"
1192,1252631864,1997-08-14,361,36,0,"The second set featured a remarkable jam after Harry Hood ended and before Forbinâs began, as well as an appearance by Ken Kesey and the Merry Pranksters. Only the intro of Fly Famous Mockingbird was played. The Merry Pranksters Jam contained an Over the Rainbow tease from Trey, an If I Only Had a Brain tease, and a Spam Song quote. Frankenstein was performed in the middle of the Merry Pranksters Jam with narration continuing at the same time. "
1193,1252632630,1997-08-16,270,36,0,"This was the first show of The Great Went festival. Harpua picked up where the Clifford Ball Harpua left off. After Chalk Dust, Trey remarked that the first three songs served as the soundcheck, which the band did not do before the show. The jam out of Simple, the beginning of My Soul, and the jam before Slave included <em>Odd Couple</em> theme teases. The jam before Slave also contained an Entrance of the Gladiators tease.&nbsp;Halley&rsquo;s Comet included On Your Way Down teases. The lyrics in Cities were changed to&nbsp;reference Fishman sleeping in the daytime.&nbsp;The Julius intro was partially performed <em>a cappella</em> with finger snaps. Funky Bitch featured a fireworks display behind the stage that culminated as the song ended. After the show, the members of Phish DJ&rsquo;d under pseudonyms at a festival tent in what has become known as the &ldquo;Disco Set.&rdquo;"
1194,1252633221,1997-08-17,270,36,0,"This was the second show of The Great Went festival. Tweezer contained Simple teases and the Digital Delay Loop Jam included London Bridge is Falling Down teases. Disease was unfinished. Bathtub Gin contained a Proud Mary tease from Page. Throughout the weekend, fans painted pieces of wood that were assembled into an Art Tower. During Disease, Page and FishÂ painted their portions of the Art Tower; Mike and Trey painted theirs during 2001. The Art Jam saw the crowd carry the pieces of the bandâs art to the side of the venue where it was hoisted onto the Art Tower and added to the fans' art. During Tweezer Reprise, the Art Tower was burned to the ground as The Great Went came to a close. As the Hood jam kicked in, Trey asked Chris to turn the lights off and the band jammed while the front section of the audience engaged in the first Hood glowstick war. Trey remarked to the crowd at the end of the jam that the visual display was cool. Between the first and second sets, the Bangor Symphony Orchestra performed selections from Stravinsky and Debussy as a red-smoke-spewing glider synchronized its swoops and dives to the music. Buffalo Bill was played for the first time since December 31, 1994 (204 shows)."
1195,1252633496,1997-11-07,385,61,1,Phish were the musical guests on <em>Late Night with Conan O&rsquo;Brien</em>. Farmhouse made its unofficial debut.
1196,1252634010,1997-11-13,230,37,0,"<p>This show marked the debut of Black-Eyed Katy. The jam in Mike&rsquo;s Song included Born on the Bayou teases and Weekapaug contained Dave&#39;s Energy Guide and&nbsp;Can&#39;t You Hear Me Knocking teases. The soundcheck&#39;s It&#39;s All Over Now was unfinished and Poor Heart was the slow version.</p>
"
1197,1252682020,1997-11-14,520,37,0,"<p>Maze was unfinished. Trey dedicated Guyute to Paul Languedoc in reference to Paul&rsquo;s purported comment to the band that any song with whistling is a good song. Consequently, Antelope contained whistling in both the opening section and closing &ldquo;Marco Esquandolas&rdquo; section (with Trey whistling lyrics). The soundcheck&#39;s Smoke on the Water was an instrumental. This show is available as an archival release on LivePhish.com.</p>
"
1198,1252682445,1997-11-16,521,37,0,"<p>Mule and Poor Heart featured Pete Wernick on banjo. Mule also included a brief Foggy Mountain Breakdown tease. Harry Hood was unfinished. Farmhouse was played in concert for the first time. The two bluegrass jams from the soundcheck also featured Pete on banjo.</p>
"
